"","Rk","Season","Conf","W","L","W-L%","SRS","SOS","PFPG","PAPG","AP Pre","AP High","AP Final","NCAA Tournament","Coach(es)","team_name","missing"
"22125","35","1984","MW City","22","11",".667","4.53","0.56","71.4","65.1","","","","","Bob Staak (22-11)","xavier",FALSE
"22126","36","1983","MW City","22","8",".733","0.60","-4.74","74.0","68.2","","","","Lost Opening Round","Bob Staak (22-8)","xavier",FALSE
"22127","37","1982","MW City","8","20",".286","-7.13","0.14","65.8","71.6","","","","","Bob Staak (8-20)","xavier",FALSE
"22128","38","1981","MW City","12","16",".429","-4.07","0.73","71.7","74.6","","","","","Bob Staak (12-16)","xavier",FALSE
"22129","39","1980","MW City","8","18",".308","-6.96","1.59","77.5","82.0","","","","","Bob Staak (8-18)","xavier",FALSE
"22130","40","1979","Ind","14","13",".519","-0.71","1.20","68.2","67.3","","","","","Tay Baker (14-13)","xavier",FALSE
"22131","41","1978","Ind","13","14",".481","-2.83","2.93","68.7","67.1","","","","","Tay Baker (13-14)","xavier",FALSE
"22132","42","1977","Ind","10","17",".370","-9.18","3.99","68.6","73.4","","","","","Tay Baker (10-17)","xavier",FALSE
"22133","43","1976","Ind","14","12",".538","-2.67","1.68","76.6","75.9","","","","","Tay Baker (14-12)","xavier",FALSE
"22134","44","1975","Ind","11","15",".423","-7.28","1.16","68.5","68.3","","","","","Tay Baker (11-15)","xavier",FALSE
"22135","45","1974","Ind","8","18",".308","-7.44","3.66","65.6","71.7","","","","","Tay Baker (8-18)","xavier",FALSE
"22136","46","1973","Ind","3","23",".115","-7.75","2.89","67.8","76.9","","","","","Dick Campbell (3-23)","xavier",FALSE
"22137","47","1972","Ind","12","14",".462","-0.99","2.63","69.4","70.8","","","","","Dick Campbell (12-14)","xavier",FALSE
"22138","48","1971","Ind","9","17",".346","-5.31","2.84","74.2","78.3","","","","","George Krajack (9-17)","xavier",FALSE
"22139","49","1970","Ind","5","20",".200","-3.75","4.21","74.5","81.6","","","","","George Krajack (5-20)","xavier",FALSE
"22140","50","1969","Ind","10","16",".385","-1.08","4.25","71.5","72.8","","","","","George Krajack (10-16)","xavier",FALSE
"22141","51","1968","Ind","10","16",".385","1.64","3.04","76.5","77.5","","","","","George Krajack (10-16)","xavier",FALSE
"22142","52","1967","Ind","13","13",".500","-0.89","3.07","75.8","76.3","","","","","Don Ruberg (13-13)","xavier",FALSE
"22143","53","1966","Ind","13","13",".500","-1.03","1.49","84.6","84.6","","","","","Don Ruberg (13-13)","xavier",FALSE
"22144","54","1965","Ind","10","15",".400","-3.76","1.89","83.4","86.9","","","","","Don Ruberg (10-15)","xavier",FALSE
"22145","55","1964","Ind","16","10",".615","6.25","4.20","89.7","85.4","","","","","Don Ruberg (16-10)","xavier",FALSE
"22146","56","1963","Ind","12","16",".429","-2.55","4.30","72.9","72.2","","","","","James McCafferty (12-16)","xavier",FALSE
"22147","57","1962","Ind","14","12",".538","4.67","5.58","74.0","71.4","","","","","James McCafferty (14-12)","xavier",FALSE
"22148","58","1961","Ind","17","10",".630","4.44","3.86","78.0","74.4","","","","Lost First Round","James McCafferty (17-10)","xavier",FALSE
"22149","59","1960","Ind","17","9",".654","2.84","2.84","75.1","71.2","","","","","James McCafferty (17-9)","xavier",FALSE
"22150","60","1959","Ind","12","13",".480","-0.16","2.88","","","","9","","","James McCafferty (12-13)","xavier",FALSE
"22151","61","1958","Ind","19","11",".633","7.83","6.07","76.2","72.5","","","","","James McCafferty (19-11)","xavier",FALSE
"22152","62","1957","Ind","20","8",".714","7.11","2.56","82.1","72.7","","","","","Ned Wulk (20-8)","xavier",FALSE
"22153","63","1956","Ind","17","11",".607","11.41","6.09","79.9","69.6","","","","","Ned Wulk (17-11)","xavier",FALSE
"22154","64","1955","Ind","13","13",".500","2.66","6.96","","","","","","","Ned Wulk (13-13)","xavier",FALSE
"22155","65","1954","Ind","18","12",".600","5.96","2.92","","","","","","","Ned Wulk (18-12)","xavier",FALSE
"22156","66","1953","Ind","11","12",".478","0.92","4.16","","","","","","","Ned Wulk (11-12)","xavier",FALSE
"22157","67","1952","Ind","10","14",".417","-2.55","8.95","","","","","","","Ned Wulk (10-14)","xavier",FALSE
"22158","68","1951","Ind","16","10",".615","6.35","6.40","","","","","","","Lew Hirt (16-10)","xavier",FALSE
"22159","69","1950","Ind","12","16",".429","2.38","6.04","","","","","","","Lew Hirt (12-16)","xavier",FALSE
"22160","70","1949","Ind","16","10",".615","","","57.1","50.0","","","","","Lew Hirt (16-10)","xavier",FALSE
"22161","71","1948","Ind","24","8",".750","","","","","","","","","Lew Hirt (24-8)","xavier",FALSE
"22162","72","1947","Ind","8","17",".320","","","","","","","","","Lew Hirt (8-17)","xavier",FALSE
"22163","73","1946","Ind","3","16",".158","","","","","","","","","Ed Burns (3-16)","xavier",FALSE
"22164","74","1943","Ind","6","10",".375","","","","","","","","","Clem Crowe (6-10)","xavier",FALSE
"22165","75","1942","Ind","10","8",".556","","","","","","","","","Clem Crowe (10-8)","xavier",FALSE
"22166","76","1941","Ind","13","9",".591","","","","","","","","","Clem Crowe (13-9)","xavier",FALSE
"22167","77","1940","Ind","6","17",".261","","","","","","","","","Clem Crowe (6-17)","xavier",FALSE
"22168","78","1939","Ind","13","7",".650","","","","","","","","","Clem Crowe (13-7)","xavier",FALSE
"22169","79","1938","Ind","10","9",".526","","","","","","","","","Clem Crowe (10-9)","xavier",FALSE
"22170","80","1937","Ind","7","7",".500","","","","","","","","","Clem Crowe (7-7)","xavier",FALSE
"22171","81","1936","Ind","8","7",".533","","","","","","","","","Clem Crowe (8-7)","xavier",FALSE
"22172","82","1935","Ind","14","4",".778","","","","","","","","","Clem Crowe (14-4)","xavier",FALSE
"22173","83","1934","Ind","9","1",".900","","","","","","","","","Clem Crowe (9-1)","xavier",FALSE
"22174","84","1933","Ind","5","3",".625","","","","","","","","","Joe Meyer (5-3)","xavier",FALSE
"22175","85","1932","Ind","10","3",".769","","","","","","","","","Joe Meyer (10-3)","xavier",FALSE
"22176","86","1931","Ind","10","3",".769","","","","","","","","","Joe Meyer (10-3)","xavier",FALSE
"22177","87","1930","Ind","8","8",".500","","","","","","","","","Joe Meyer (8-8)","xavier",FALSE
"22178","88","1929","Ind","9","6",".600","","","","","","","","","Joe Meyer (9-6)","xavier",FALSE
"22179","89","1928","Ind","8","1",".889","","","","","","","","","Joe Meyer (8-1)","xavier",FALSE
"22180","90","1927","Ind","11","3",".786","","","","","","","","","Joe Meyer (11-3)","xavier",FALSE
"22181","91","1926","Ind","10","8",".556","","","","","","","","","Joe Meyer (10-8)","xavier",FALSE
"22182","92","1925","Ind","6","7",".462","","","","","","","","","Joe Meyer (6-7)","xavier",FALSE
"22183","93","1924","Ind","12","4",".750","","","","","","","","","Joe Meyer (12-4)","xavier",FALSE
"22184","94","1923","Ind","2","0","1.000","","","","","","","","","Joe Meyer (2-0)","xavier",FALSE
"22185","95","1922","Ind","2","4",".333","","","","","","","","","Joe Meyer (2-4)","xavier",FALSE
"22186","96","1921","Ind","1","2",".333","","","","","","","","","Joe Meyer (1-2)","xavier",FALSE
"22187","97","1920","Ind","0","1",".000","","","","","","","","","Harry Gilligan (0-1)","xavier",FALSE
"22188","1","2018","Big 12","10","6",".625","5.94","3.19","76.0","73.3","","","","","Steve Prohm (10-6)","iowa-state",FALSE
"22189","2","2017","Big 12","24","11",".686","20.51","11.94","80.8","72.3","24","16","16","Lost Second Round","Steve Prohm (24-11)","iowa-state",FALSE
"22190","3","2016","Big 12","23","12",".657","16.93","10.16","81.8","75.0","7","4","22","Lost Regional Semifinal","Steve Prohm (23-12)","iowa-state",FALSE
"22191","4","2015","Big 12","25","9",".735","17.94","9.15","77.8","69.0","14","9","9","Lost Second Round","Fred Hoiberg (25-9)","iowa-state",FALSE
"22192","5","2014","Big 12","28","8",".778","18.52","9.88","83.0","74.4","","8","9","Lost Regional Semifinal","Fred Hoiberg (28-8)","iowa-state",FALSE
"22193","6","2013","Big 12","23","12",".657","14.50","6.13","79.4","71.0","","","","Lost Third Round","Fred Hoiberg (23-12)","iowa-state",FALSE
"22194","7","2012","Big 12","23","11",".676","13.32","7.32","73.2","67.2","","25","","Lost Third Round","Fred Hoiberg (23-11)","iowa-state",FALSE
"22195","8","2011","Big 12","16","16",".500","8.86","4.55","74.8","70.5","","","","","Fred Hoiberg (16-16)","iowa-state",FALSE
"22196","9","2010","Big 12","15","17",".469","9.60","8.37","70.3","67.9","","","","","Greg McDermott (15-17)","iowa-state",FALSE
"22197","10","2009","Big 12","15","17",".469","3.48","5.68","64.9","65.6","","","","","Greg McDermott (15-17)","iowa-state",FALSE
"22198","11","2008","Big 12","14","18",".438","3.97","7.97","64.0","65.6","","","","","Greg McDermott (14-18)","iowa-state",FALSE
"22199","12","2007","Big 12","15","16",".484","1.85","5.19","63.6","65.4","","","","","Greg McDermott (15-16)","iowa-state",FALSE
"22200","13","2006","Big 12","16","14",".533","9.44","7.30","77.3","74.6","25","25","","","Wayne Morgan (16-14)","iowa-state",FALSE
"22201","14","2005","Big 12","19","12",".613","11.37","8.40","68.1","64.7","","","","Lost Second Round","Wayne Morgan (19-12)","iowa-state",FALSE
"22202","15","2004","Big 12","20","13",".606","9.22","8.06","74.6","72.7","","","","","Wayne Morgan (20-13)","iowa-state",FALSE
"22203","16","2003","Big 12","17","14",".548","9.82","6.05","70.5","66.2","","","","","Larry Eustachy (17-14)","iowa-state",FALSE
"22204","17","2002","Big 12","12","19",".387","4.02","4.89","69.7","69.7","","","","","Larry Eustachy (12-19)","iowa-state",FALSE
"22205","18","2001","Big 12","25","6",".806","15.90","4.87","79.1","68.2","25","6","10","Lost First Round","Larry Eustachy (25-6)","iowa-state",FALSE
"22206","19","2000","Big 12","32","5",".865","19.08","7.14","78.3","65.1","","6","6","Lost Regional Final","Larry Eustachy (32-5)","iowa-state",FALSE
"22207","20","1999","Big 12","15","15",".500","5.40","5.67","62.9","60.8","","","","","Larry Eustachy (15-15)","iowa-state",FALSE
"22208","21","1998","Big 12","12","18",".400","0.75","6.00","63.7","67.7","","","","","Tim Floyd (12-18)","iowa-state",FALSE
"22209","22","1997","Big 12","22","9",".710","13.43","6.30","67.5","60.4","11","4","18","Lost Regional Semifinal","Tim Floyd (22-9)","iowa-state",FALSE
"22210","23","1996","Big 8","24","9",".727","10.90","7.24","67.4","63.4","","17","17","Lost Second Round","Tim Floyd (24-9)","iowa-state",FALSE
"22211","24","1995","Big 8","23","11",".676","16.57","9.70","76.7","67.6","","11","24","Lost Second Round","Tim Floyd (23-11)","iowa-state",FALSE
"22212","25","1994","Big 8","14","13",".519","14.01","6.16","85.1","76.1","","","","","Johnny Orr (14-13)","iowa-state",FALSE
"22213","26","1993","Big 8","20","11",".645","18.65","8.05","81.3","69.6","19","19","","Lost First Round","Johnny Orr (20-11)","iowa-state",FALSE
"22214","27","1992","Big 8","21","13",".618","13.67","8.77","81.5","73.3","","23","","Lost Second Round","Johnny Orr (21-13)","iowa-state",FALSE
"22215","28","1991","Big 8","12","19",".387","7.62","13.62","78.6","83.7","","","","","Johnny Orr (12-19)","iowa-state",FALSE
"22216","29","1990","Big 8","10","18",".357","6.18","9.86","85.3","88.9","","","","","Johnny Orr (10-18)","iowa-state",FALSE
"22217","30","1989","Big 8","17","12",".586","10.03","8.89","86.6","85.5","","","","Lost First Round","Johnny Orr (17-12)","iowa-state",FALSE
"22218","31","1988","Big 8","20","12",".625","12.68","7.52","90.2","84.3","","10","","Lost First Round","Johnny Orr (20-12)","iowa-state",FALSE
"22219","32","1987","Big 8","13","15",".464","6.60","5.68","75.4","72.9","","","","","Johnny Orr (13-15)","iowa-state",FALSE
"22220","33","1986","Big 8","22","11",".667","14.45","10.69","76.1","69.1","","","","Lost Regional Semifinal","Johnny Orr (22-11)","iowa-state",FALSE
"22221","34","1985","Big 8","21","13",".618","8.87","5.60","75.1","67.6","","","","Lost First Round","Johnny Orr (21-13)","iowa-state",FALSE
"22222","35","1984","Big 8","16","13",".552","5.32","5.06","70.8","68.2","","","","","Johnny Orr (16-13)","iowa-state",FALSE
"22223","36","1983","Big 8","13","15",".464","1.82","6.70","67.6","70.5","","","","","Johnny Orr (13-15)","iowa-state",FALSE
"22224","37","1982","Big 8","10","17",".370","0.52","6.60","67.4","72.7","","","","","Johnny Orr (10-17)","iowa-state",FALSE
"22225","38","1981","Big 8","9","18",".333","-0.12","5.64","67.3","71.5","","","","","Johnny Orr (9-18)","iowa-state",FALSE
"22226","39","1980","Big 8","11","16",".407","-1.24","5.24","73.0","72.1","","","","","Lynn Nance (8-10), Rick Samuels (3-6)","iowa-state",FALSE
"22227","40","1979","Big 8","11","16",".407","0.21","4.38","72.0","71.6","","","","","Lynn Nance (11-16)","iowa-state",FALSE
"22228","41","1978","Big 8","14","13",".519","3.48","4.71","72.4","73.3","","","","","Lynn Nance (14-13)","iowa-state",FALSE
"22229","42","1977","Big 8","7","20",".259","-1.09","6.17","66.5","73.8","","","","","Lynn Nance (7-20)","iowa-state",FALSE
"22230","43","1976","Big 8","3","24",".111","-8.25","3.91","70.2","82.0","","","","","Ken Trickey (3-24)","iowa-state",FALSE
"22231","44","1975","Big 8","10","16",".385","1.12","2.43","85.8","84.1","","","","","Ken Trickey (10-16)","iowa-state",FALSE
"22232","45","1974","Big 8","15","11",".577","5.84","4.88","76.2","71.2","","","","","Gus Guydon (11-10), Maury John (4-1)","iowa-state",FALSE
"22233","46","1973","Big 8","16","10",".615","5.23","2.99","80.8","74.1","","","","","Maury John (16-10)","iowa-state",FALSE
"22234","47","1972","Big 8","12","14",".462","1.57","4.07","76.8","79.3","","","","","Maury John (12-14)","iowa-state",FALSE
"22235","48","1971","Big 8","5","21",".192","-4.65","4.59","72.1","80.5","","","","","Glendon Anderson (5-21)","iowa-state",FALSE
"22236","49","1970","Big 8","12","14",".462","0.72","4.94","74.1","75.0","","","","","Glendon Anderson (12-14)","iowa-state",FALSE
"22237","50","1969","Big 8","14","12",".538","0.87","5.00","71.8","72.9","","","","","Glendon Anderson (14-12)","iowa-state",FALSE
"22238","51","1968","Big 8","12","13",".480","0.10","4.01","73.4","74.5","","","","","Glendon Anderson (12-13)","iowa-state",FALSE
"22239","52","1967","Big 8","13","12",".520","3.74","2.57","71.9","70.7","","","","","Glendon Anderson (13-12)","iowa-state",FALSE
"22240","53","1966","Big 8","11","14",".440","3.16","3.55","72.7","71.3","","","","","Glendon Anderson (11-14)","iowa-state",FALSE
"22241","54","1965","Big 8","9","16",".360","0.46","5.79","67.5","72.8","","","","","Glendon Anderson (9-16)","iowa-state",FALSE
"22242","55","1964","Big 8","9","16",".360","-0.06","5.35","66.3","68.0","","","","","Glendon Anderson (9-16)","iowa-state",FALSE
"22243","56","1963","Big 8","14","11",".560","4.91","5.30","64.6","63.8","","","","","Glendon Anderson (14-11)","iowa-state",FALSE
"22244","57","1962","Big 8","13","12",".520","5.71","5.51","65.3","65.1","","","","","Glendon Anderson (13-12)","iowa-state",FALSE
"22245","58","1961","Big 8","14","11",".560","5.67","6.35","69.3","68.9","","","","","Glendon Anderson (14-11)","iowa-state",FALSE
"22246","59","1960","Big 8","15","9",".625","7.10","6.32","","","","","","","Glendon Anderson (15-9)","iowa-state",FALSE
"22247","60","1959","Big 8","9","16",".360","-1.07","3.43","59.3","63.3","","","","","Bill Strannigan (9-16)","iowa-state",FALSE
"22248","61","1958","Big 8","15","8",".652","10.39","5.09","61.4","56.1","","20","","","Bill Strannigan (15-8)","iowa-state",FALSE
"22249","62","1957","Big 7","16","7",".696","13.15","6.55","69.3","62.7","","3","","","Bill Strannigan (16-7)","iowa-state",FALSE
"22250","63","1956","Big 7","18","5",".783","11.46","4.60","72.8","65.1","","8","","","Bill Strannigan (18-5)","iowa-state",FALSE
"22251","64","1955","Big 7","11","10",".524","5.00","2.25","75.7","72.2","","","","","Bill Strannigan (11-10)","iowa-state",FALSE
"22252","65","1954","Big 7","6","15",".286","-3.61","3.19","65.3","71.1","","","","","Clay Sutherland (6-15)","iowa-state",FALSE
"22253","66","1953","Big 7","10","11",".476","7.16","6.21","71.0","68.0","","","","","Clay Sutherland (10-11)","iowa-state",FALSE
"22254","67","1952","Big 7","10","11",".476","-1.28","2.82","60.4","63.2","","","","","Clay Sutherland (10-11)","iowa-state",FALSE
"22255","68","1951","Big 7","9","12",".429","1.15","5.68","56.0","58.4","","","","","Clay Sutherland (9-12)","iowa-state",FALSE
"22256","69","1950","Big 7","6","17",".261","-3.64","7.70","52.7","62.1","","","","","Clay Sutherland (6-17)","iowa-state",FALSE
"22257","70","1949","Big 7","7","14",".333","","","50.3","53.0","","","","","Clay Sutherland (7-14)","iowa-state",FALSE
"22258","71","1948","Big 7","15","8",".652","","","49.1","48.0","","","","","Clay Sutherland (15-8)","iowa-state",FALSE
"22259","72","1947","Big 6","7","14",".333","","","","","","","","","Louis Menze (7-14)","iowa-state",FALSE
"22260","73","1946","Big 6","8","8",".500","","","","","","","","","Louis Menze (8-8)","iowa-state",FALSE
"22261","74","1945","Big 6","11","5",".688","","","","","","","","","Louis Menze (11-5)","iowa-state",FALSE
"22262","75","1944","Big 6","14","4",".778","","","","","","","","Lost Regional Final (Final Four)","Louis Menze (14-4)","iowa-state",FALSE
"22263","76","1943","Big 6","7","9",".438","","","","","","","","","Louis Menze (7-9)","iowa-state",FALSE
"22264","77","1942","Big 6","11","6",".647","","","","","","","","","Louis Menze (11-6)","iowa-state",FALSE
"22265","78","1941","Big 6","15","4",".789","","","","","","","","","Louis Menze (15-4)","iowa-state",FALSE
